source,aats8p,aatsc3d,abcgg,atsc3d,atsc4i,bcutp1l,bertzct,estatevsa3,frnh0,ggi10,kappa2,kappa3,kier2,kier3,peoevsa6,vsaestate3
target,Yield_CO_cl,Yield_CO_cl,Yield_CO_cl,Yield_CO_cl,Yield_CO_cl,Yield_CO_cl,Yield_CO_cl,Yield_CO_cl,Yield_CO_cl,Yield_CO_cl,Yield_CO_cl,Yield_CO_cl,Yield_CO_cl,Yield_CO_cl,Yield_CO_cl,Yield_CO_cl
run0,0.5457780361175537,0.5871734023094177,0.6430656909942627,0.5907005667686462,0.6467932462692261,0.5297094583511353,0.7274860143661499,0.16532814502716064,0.46180760860443115,0.6479283571243286,0.5705826878547668,0.6717670559883118,0.6831620931625366,0.5711226463317871,0.6628879308700562,0.5712270140647888
run1,0.6661275029182434,0.42797577381134033,0.7413201332092285,0.4533637762069702,0.5787986516952515,-0.5181013345718384,0.8158347606658936,0.6015907526016235,0.5976771116256714,0.5777724981307983,0.6909860372543335,0.5868175625801086,0.6467592716217041,0.6868205070495605,0.4352536201477051,0.5603417158126831
run2,0.43195098638534546,0.648165225982666,0.4793219566345215,0.6424272060394287,0.6432616710662842,0.5258873701095581,0.7545300126075745,0.3633298873901367,0.49656790494918823,0.7159899473190308,0.5252745151519775,0.4037479758262634,0.6041091084480286,0.6096423864364624,0.6153331995010376,0.3655572533607483
run3,0.7689069509506226,0.7496336102485657,0.7854438424110413,0.7655794620513916,0.7673749923706055,0.23864996433258057,0.8038139939308167,0.6870346069335938,0.755500853061676,0.7777830958366394,0.7423588633537292,0.6999554634094238,0.7566860318183899,0.7499301433563232,0.6974859237670898,0.6424787640571594
run4,0.7749948501586914,0.7197431921958923,0.7852022051811218,0.7189910411834717,0.7769502401351929,0.4712557792663574,0.8586847186088562,0.710647702217102,0.7913945317268372,0.768790066242218,0.7452078461647034,0.7325056791305542,0.7607570290565491,0.7810431718826294,0.6519393920898438,0.6710087656974792
run5,0.6848488450050354,0.603644847869873,0.7522606253623962,0.6638343334197998,0.6084822416305542,0.5729657411575317,0.7885006666183472,0.701390266418457,0.7861168384552002,0.7271918058395386,0.7254023551940918,0.6937130689620972,0.6553466320037842,0.6894829273223877,0.6354612112045288,0.624525785446167
run6,0.7272194623947144,0.6705467700958252,0.7760642766952515,0.6408596038818359,0.6604630947113037,0.3060343265533447,0.8100874423980713,0.7161737680435181,0.6959578394889832,0.6298762559890747,0.744266152381897,0.6828395128250122,0.7024383544921875,0.7346316576004028,0.5863751769065857,0.6182053089141846
run7,0.6308650970458984,0.699390172958374,0.7371237277984619,0.7152357697486877,0.7057009935379028,0.499035120010376,0.7862141132354736,0.6318196058273315,0.7287968993186951,0.6490464210510254,0.7460228204727173,0.6830909252166748,0.6917539834976196,0.7011277675628662,0.7233654856681824,0.6504333019256592
run8,0.5288479328155518,0.5429788827896118,0.5262527465820312,0.3619941473007202,0.49334651231765747,0.05538874864578247,0.6218096017837524,0.5415034294128418,0.552208423614502,0.4316704273223877,0.5128484964370728,0.5605816841125488,0.4776518940925598,0.46348416805267334,0.434826135635376,0.29768532514572144
run9,0.6654059886932373,0.6301802396774292,0.6354451179504395,0.5755254626274109,0.6072404384613037,0.3448253870010376,0.7119846343994141,0.598110020160675,0.6444400548934937,0.6389084458351135,0.6620333194732666,0.49481868743896484,0.6323075294494629,0.5966248512268066,0.5214925408363342,0.5552287101745605
r2_test_mean,0.6424945652484894,0.6279432117938996,0.6861500322818757,0.6128511369228363,0.6488412082195282,0.30256505608558654,0.7678945958614349,0.571692818403244,0.6510468065738678,0.6564957320690155,0.6664983093738556,0.6209837615489959,0.6610971927642822,0.65839102268219,0.596442061662674,0.5556691944599151
r2_test_max,0.7749948501586914,0.7496336102485657,0.7854438424110413,0.7655794620513916,0.7769502401351929,0.5729657411575317,0.8586847186088562,0.7161737680435181,0.7913945317268372,0.7777830958366394,0.7460228204727173,0.7325056791305542,0.7607570290565491,0.7810431718826294,0.7233654856681824,0.6710087656974792
r2_test_min,0.43195098638534546,0.42797577381134033,0.4793219566345215,0.3619941473007202,0.49334651231765747,-0.5181013345718384,0.6218096017837524,0.16532814502716064,0.46180760860443115,0.4316704273223877,0.5128484964370728,0.4037479758262634,0.4776518940925598,0.46348416805267334,0.434826135635376,0.29768532514572144
r2_test_std,0.10503596823905091,0.08945834582660828,0.10513804110529094,0.11814484297373835,0.0814307320765908,0.31338691327009066,0.06375733286825096,0.16881176035090667,0.11368831410614795,0.09682391496935033,0.09009078931304658,0.1010694559824316,0.07757087625294971,0.09199614512197751,0.09670263079864935,0.11892587988821442
