source,aats8p,aatsc3d,abcgg,atsc3d,atsc4i,bcutp1l,bertzct,estatevsa3,frnh0,ggi10,kappa2,kappa3,kier2,kier3,peoevsa6,vsaestate3
target,Yield_CO_l,Yield_CO_l,Yield_CO_l,Yield_CO_l,Yield_CO_l,Yield_CO_l,Yield_CO_l,Yield_CO_l,Yield_CO_l,Yield_CO_l,Yield_CO_l,Yield_CO_l,Yield_CO_l,Yield_CO_l,Yield_CO_l,Yield_CO_l
run0,0.6372870206832886,0.653295636177063,0.8454247713088989,0.6764003038406372,0.7236285209655762,0.4352709650993347,0.8291352987289429,0.6070587635040283,0.6727367639541626,0.6769380569458008,0.7166321277618408,0.7872863411903381,0.7677245140075684,0.789751410484314,0.7636528015136719,0.657408595085144
run1,0.6744120121002197,0.21115630865097046,0.7252817153930664,0.37936854362487793,0.513075053691864,0.2242724895477295,0.7830606698989868,0.6513828039169312,0.6526843905448914,0.6460036635398865,0.6359936594963074,0.7066737413406372,0.5103126764297485,0.6984196901321411,0.299888551235199,0.6840893030166626
run2,0.6306576728820801,0.7690461277961731,0.8178544640541077,0.7514904737472534,0.7562161684036255,0.6957424879074097,0.7953675389289856,0.6874616146087646,0.7415502071380615,0.7525534629821777,0.7381138801574707,0.599000096321106,0.7434958219528198,0.8050081133842468,0.7302393317222595,0.6877848505973816
run3,0.8090873956680298,0.7230041027069092,0.8075276017189026,0.7696366310119629,0.8513728380203247,0.40838849544525146,0.8439950346946716,0.6951600313186646,0.695159912109375,0.7932646870613098,0.8447328805923462,0.736682653427124,0.7675339579582214,0.8058006763458252,0.7391347885131836,0.6431494951248169
run4,0.8238157629966736,0.6606801152229309,0.8311593532562256,0.6371128559112549,0.7618475556373596,0.43544745445251465,0.8290684223175049,0.7438175678253174,0.7810945510864258,0.7843701243400574,0.7850274443626404,0.744376003742218,0.7754534482955933,0.7795209884643555,0.648465633392334,0.7152044177055359
run5,0.7622941136360168,0.6381827592849731,0.769049882888794,0.5680556893348694,0.5727148056030273,0.4635389447212219,0.7755679488182068,0.7447669506072998,0.7610675096511841,0.7159655094146729,0.6895327568054199,0.7169546484947205,0.7207576632499695,0.7484291791915894,0.6741801500320435,0.7840179800987244
run6,0.798397421836853,0.6726635694503784,0.784342348575592,0.5341284871101379,0.5200189352035522,0.5748566389083862,0.7685825228691101,0.7624937891960144,0.6487429738044739,0.5592105388641357,0.7744694948196411,0.731419026851654,0.7353004813194275,0.7821090221405029,0.6678969860076904,0.7549781203269958
run7,0.7488619685173035,0.690002977848053,0.8460935354232788,0.7267595529556274,0.7283263206481934,0.5393985509872437,0.8519245386123657,0.6375504732131958,0.7882544994354248,0.7311052083969116,0.8425406217575073,0.7437014579772949,0.760444700717926,0.7859100699424744,0.7636109590530396,0.7068115472793579
run8,0.744414210319519,0.6350085139274597,0.7562224268913269,0.6162519454956055,0.657572865486145,0.43030738830566406,0.8017268180847168,0.6656350493431091,0.6854784488677979,0.630642294883728,0.7145523428916931,0.6393058896064758,0.6613030433654785,0.7117636203765869,0.6232658624649048,0.5444232821464539
run9,0.7882910966873169,0.6608580350875854,0.8054196834564209,0.6400792002677917,0.6051939725875854,0.46026676893234253,0.7854474186897278,0.5903484225273132,0.6615925431251526,0.6568033695220947,0.7166393995285034,0.6445131301879883,0.6938503980636597,0.7200663089752197,0.671738862991333,0.6148742437362671
r2_test_mean,0.7417518675327301,0.6313898146152497,0.7988375782966614,0.6299283683300019,0.6689967036247253,0.4667490184307098,0.8063876211643219,0.6785675466060639,0.7088361799716949,0.6946856915950775,0.7458234608173371,0.7049912989139557,0.7136176705360413,0.7626779079437256,0.6582073926925659,0.679274183511734
r2_test_max,0.8238157629966736,0.7690461277961731,0.8460935354232788,0.7696366310119629,0.8513728380203247,0.6957424879074097,0.8519245386123657,0.7624937891960144,0.7882544994354248,0.7932646870613098,0.8447328805923462,0.7872863411903381,0.7754534482955933,0.8058006763458252,0.7636528015136719,0.7840179800987244
r2_test_min,0.6306576728820801,0.21115630865097046,0.7252817153930664,0.37936854362487793,0.513075053691864,0.2242724895477295,0.7685825228691101,0.5903484225273132,0.6487429738044739,0.5592105388641357,0.6359936594963074,0.599000096321106,0.5103126764297485,0.6984196901321411,0.299888551235199,0.5444232821464539
r2_test_std,0.0670166254617611,0.14537643049898843,0.03775262416275772,0.1104352459306404,0.10769013043394474,0.11617013869245552,0.02832787615073206,0.05614511153544558,0.05134085204169622,0.07033069673079836,0.06282294370367349,0.055567203806152786,0.07597714415775736,0.03784909876218571,0.12814320587295686,0.06554576175907371
