source,aats8p,aatsc3d,abcgg,atsc3d,atsc4i,bcutp1l,bertzct,estatevsa3,frnh0,ggi10,kappa2,kappa3,kier2,kier3,peoevsa6,vsaestate3
target,Yield_CO_l,Yield_CO_l,Yield_CO_l,Yield_CO_l,Yield_CO_l,Yield_CO_l,Yield_CO_l,Yield_CO_l,Yield_CO_l,Yield_CO_l,Yield_CO_l,Yield_CO_l,Yield_CO_l,Yield_CO_l,Yield_CO_l,Yield_CO_l
run0,21.81406593322754,21.327245712280273,14.240494728088379,20.604360580444336,19.041522979736328,27.219186782836914,14.972049713134766,22.704862594604492,20.720666885375977,20.587234497070312,19.281038284301758,16.705242156982422,17.456485748291016,16.608163833618164,17.608823776245117,21.20036506652832
run1,18.780668258666992,29.232929229736328,17.251253128051758,25.929475784301758,22.96718978881836,28.988880157470703,15.330137252807617,19.43351173400879,19.397199630737305,19.582866668701172,19.85780906677246,17.82593536376953,23.032245635986328,18.075002670288086,27.539779663085938,18.49945831298828
run2,23.511117935180664,18.591796875,16.51079559326172,19.285470962524414,19.10122299194336,21.339262008666992,17.500322341918945,21.62770652770996,19.667396545410156,19.24418067932129,19.797710418701172,24.49801254272461,19.59322738647461,17.083112716674805,20.093151092529297,21.616518020629883
run3,15.414164543151855,18.5669002532959,15.477005004882812,16.93204689025879,13.600401878356934,27.13444709777832,13.933874130249023,19.47774314880371,19.477746963500977,16.040210723876953,13.900883674621582,18.102663040161133,17.009143829345703,15.546281814575195,18.01817512512207,21.073945999145508
run4,15.581660270690918,21.62394142150879,15.253471374511719,22.362274169921875,18.115808486938477,27.892175674438477,15.347631454467773,18.789051055908203,17.368345260620117,17.237911224365234,17.211618423461914,18.76856231689453,17.590709686279297,17.430660247802734,22.00969696044922,19.810562133789062
run5,16.9006290435791,20.851030349731445,16.658735275268555,22.78226089477539,22.6590576171875,25.389375686645508,16.421974182128906,17.512630462646484,16.94417953491211,18.474321365356445,19.3148250579834,18.442123413085938,18.31781005859375,17.38653564453125,19.786623001098633,16.1098575592041
run6,15.554980278015137,19.820680618286133,16.08806610107422,23.64582633972168,24.0012264251709,22.588590621948242,16.665544509887695,16.88336181640625,20.53212547302246,23.000484466552734,16.45220375061035,17.953908920288086,17.82370376586914,16.171154022216797,19.9644718170166,17.148408889770508
run7,18.491540908813477,20.54450225830078,14.475892066955566,19.28809356689453,19.232715606689453,25.042604446411133,14.199021339416504,22.21470832824707,16.979463577270508,19.13410186767578,14.642024040222168,18.680559158325195,18.060083389282227,17.07320213317871,17.940332412719727,19.979759216308594
run8,18.10045051574707,21.630292892456055,17.67738151550293,22.179109573364258,20.951017379760742,27.023483276367188,15.942375183105469,20.702911376953125,20.079191207885742,21.75928497314453,19.12864875793457,21.502578735351562,20.836589813232422,19.221860885620117,21.975488662719727,24.165834426879883
run9,15.219283103942871,19.262622833251953,14.590631484985352,19.843948364257812,20.783395767211914,24.300443649291992,15.321155548095703,21.170541763305664,19.241750717163086,19.37742805480957,17.60736656188965,19.721338272094727,18.30170249938965,17.50057029724121,18.95109748840332,20.527019500732422
rmse_test_mean,17.93685531616211,21.145193099975586,15.82237434387207,21.285287857055664,20.04535675048828,25.691844940185547,15.563407897949219,20.05170249938965,19.04080581665039,19.443803787231445,17.719409942626953,19.2200927734375,18.80217170715332,17.209653854370117,20.388765335083008,20.013172149658203
rmse_test_max,23.511117935180664,29.232929229736328,17.67738151550293,25.929475784301758,24.0012264251709,28.988880157470703,17.500322341918945,22.704862594604492,20.720666885375977,23.000484466552734,19.85780906677246,24.49801254272461,23.032245635986328,19.221860885620117,27.539779663085938,24.165834426879883
rmse_test_min,15.219283103942871,18.5669002532959,14.240494728088379,16.93204689025879,13.600401878356934,21.339262008666992,13.933874130249023,16.88336181640625,16.94417953491211,16.040210723876953,13.900883674621582,16.705242156982422,17.009143829345703,15.546281814575195,17.608823776245117,16.1098575592041
rmse_test_std,2.7054543495178223,2.9124274253845215,1.1402736902236938,2.4661762714385986,2.832003355026245,2.300504207611084,1.0427556037902832,1.861952304840088,1.3534119129180908,1.9201217889785767,2.0442535877227783,2.133955478668213,1.7647883892059326,0.959389328956604,2.7985994815826416,2.1997785568237305
