SMILES,reward
C(C=C1)=CC=C1C(C#C)=O,3.125
N1C(C=CC=C2)=C2C(C)(C(C(=CC=C2C3=CC=C4)C=C2S(=O)(=O)C3=C4))C2=CC=CC=C12,4.694422271003791
N1C(C=CC=C2)=C2C(C)(C(C(=CC=C2C3=CC=C4)C=C2S(=O)(=O)C3=C4))C2=CC=CC=C12,-1.0
N1C(C=CC=C2)=C2C(C)(C(C(=CC=C2C3=CC=C4)C=C2S(=O)(=O)C3=C4))C2=CC=CC=C12,-1.0
N1C(C=CC=C2)=C2C(C)(C(C(=CC=C2C3=CC=C4)C=C2S(=O)(=O)C3=C4))C2=CC=CC=C12,-1.0
N1C(C=CC=C2)=C2C(C)(C(C(=CC=C2C3=CC=C4)C=C2S(=O)(=O)C3=C4))C2=CC=CC=C12,-1.0
N1C(C=CC=C2)=C2C(C)(C(C(=CC=C2C3=CC=C4)C=C2S(=O)(=O)C3=C4))C2=CC=CC=C12,-1.0
N1C(C=CC=C2)=C2C(C)(C(C(=CC=C2C3=CC=C4)C=C2S(=O)(=O)C3=C4))C2=CC=CC=C12,-1.0
N1C(C=CC=C2)=C2C(C)(C(C(=CC=C2C3=CC=C4)C=C2S(=O)(=O)C3=C4))C2=CC=CC=C12,-1.0
N1C(C=CC=C2)=C2C(C)(C(C(=CC=C2C3=CC=C4)C=C2S(=O)(=O)C3=C4))C2=CC=CC=C12,-1.0
N1C(C=CC=C2)=C2C(C)(C(C(=CC=C2C3=CC=C4)C=C2S(=O)(=O)C3=C4))C2=CC=CC=C12,-1.0
N1C(C=CC=C2)=C2C(C)(C(C(=CC=C2C3=CC=C4)C=C2S(=O)(=O)C3=C4))C2=CC=CC=C12,-1.0
C(C=C1)=C(C2=CC(C=CC=C3)=C3C3=C2C=CC=C3)C=C1C=O,4.168173825904646
C(C=C1)=C(C2=CC(C=CC=C3)=C3C3=C2C=CC=C3)C=C1C=O,-1.0
C1=CC(C(C=C2(C))=CC(C)=C2B2C3=CC=CC=C3B(C3=C2C=CC=C3)C2=C(C)C=CC=C2C)=CC=C1,6.542096276932659
C1=CC(C(C=C2(C))=CC(C)=C2B2C3=CC=CC=C3B(C3=C2C=CC=C3)C2=C(C)C=CC=C2C)=CC=C1,-1.0
C1=CC(C(C=C2(C))=CC(C)=C2B2C3=CC=CC=C3B(C3=C2C=CC=C3)C2=C(C)C=CC=C2C)=CC=C1,-1.0
C1=CC(C(C=C2(C))=CC(C(C(=CC=C3C4=CC=C5)C=C3SC4=C5))=C2B2C3=CC=CC=C3B(C3=C2C=CC=C3)C2=C(C)C=CC=C2C)=CC=C1,5.98850812450839
C1=CC(C(C=C2(C))=CC(C(C(=CC=C3C4=CC=C5)C=C3SC4=C5))=C2B2C3=CC(N(C)C4=CC=CC=C4)=CC=C3B(C3=C2C=CC=C3)C2=C(C)C=CC=C2C)=CC=C1,4.74518937525433
