SMILES,ABCGG,AATSC3d,ATSC3d,GGI10,ATSC4i,BCUTp-1l,Kier3,AATS8p,Kier2,fr_NH0,VSA_EState3,Kappa3,Kappa2,PEOE_VSA6,BertzCT,EState_VSA3
CN(C)c1ccc(-c2cc(N(C)C)ccc2-c2cc(-c3cocn3)c3[nH]ccc(=O)c3c2)cc1,20.61774657158136,-0.0267938931297709,-3.509999999999999,0.2386511580450974,5.369957417575149,0.750646047384834,5.49584487534626,1.3735169451295517,11.170909090909092,3,0.6144368706823615,3.834791384327168,8.55535640000025,18.19910120538483,1515.1471930399466,11.080152209313257
CN(C)c1ccc(-c2ccc(C(=O)c3cccn3C)cc2-c2c3ncoc3cc3ncoc23)cc1,22.54843055357393,-0.0583533899459607,-7.119113573407207,0.2759942862973166,-13.311618749149822,0.7498428240065363,4.818823529411764,1.4951187210553698,10.636598678540649,4,0.0,3.400564406112183,7.985739427828592,24.26546827384644,1655.0680372224012,33.45682120506247
CN(C)c1ccc(-c2cc(N(C)CN3c4ccccc4Sc4ccccc43)ccc2-c2cc(N(C)C)ccc2-c2c(F)c(F)c(F)c(F)c2F)cc1,29.878201362822224,-0.030183998753754,-6.066983749504557,0.5739210284664829,39.472105285990125,0.5422257727153995,8.230314431604407,1.4067924098389937,17.239048134126556,4,0.0,6.210577379077351,13.9156991922104,60.29282149708399,2233.9831692693274,29.046431938673688
CN(C)c1ccc(P(c2ccccc2)c2ccccc2-c2cc3sccc3s2)cc1,18.87328415110481,-0.0299654395978426,-3.386094674556216,0.1350902969084787,4.616409895096454,1.0434703655751592,4.715526843394965,1.5698743143975116,9.868055555555555,1,6.369218631897203,3.69573994663646,8.353521058028415,66.73003775307771,1240.9136981931983,0.0
CN(C)c1ccc(-n2c3ccccc3c3cnccc32)cc1N1c2ccccc2N(c2ccccc2)c2ccccc21,24.308860768598684,0.024584291165385,4.179329498115452,0.2950780532598714,47.46340645136264,1.007775927105045,5.252083157983335,1.4046331599705366,12.65432098765432,5,2.351394037963164,3.60180735387937,9.528065224394636,60.6636706846161,1992.7614030577408,0.0
Cc1cc(C)c(B(c2ccc(N(C)C)cc2)c2c(C)cc(Cc3ncc(C#N)cn3)cc2C)c(C)c1,21.37225802686812,-0.0560465947989577,-8.294896030245749,0.226813590449954,-24.459394088960927,0.9613006109985752,6.966398831263696,1.1449657431589153,12.901785714285714,4,9.02537471785272,5.185073530736076,10.377326315370889,80.60386965049915,1385.3756793561697,11.984273114623004
CN(C)c1ccc(-c2cc(N(C)CN3CCOCC3)ccc2-c2c(C=O)ccc(C=O)c2-c2cc3sccc3s2)cc1,25.18447097347263,-0.0158005167958656,-2.7176888888888917,0.4329170492806856,20.143266289761318,0.7527257454880799,7.062019013128112,1.4911534016734371,14.613499665849854,3,2.079338443884417,5.506045181758903,12.192345679012346,30.33183534230805,1704.61002661955,11.126902983393991
Cc1cccc(C)c1B1c2ccccc2B(c2c(C)cc(-c3cc(P(c4ccccc4)(c4ccccc4)(c4ccc(N(C)C)cc4)c4ccc(N(C)C)cc4)ccc3N(C)C)cc2C)c2ccccc21,39.73335855854171,0.011397321605506,3.7155268433949846,1.2333435363738392,-11.0184166805409,1.043184673484998,9.45660999358994,1.4393196698402808,22.53061224489796,3,6.4950236352616,7.236604479402541,18.357085965928903,29.32600418877882,3179.3245841555554,0.0
CC1(C)c2ccccc2Nc2ccc(-c3ccc(C=C4C(=O)c5ccccc5C4=C(C#N)C#N)s3)cc21,22.14488666311821,-0.1157550535077288,-16.20570749108204,0.2518110396898275,-11.961039831689044,0.7527454016946785,4.916824196597354,1.6181492467417713,11.11111111111111,2,22.69480642041841,3.523021710577145,8.44920795334736,62.37841094707412,1755.957891258185,22.273112043532528
CN(C)c1ccc(-c2cc(N(C)Cc3ccc4c(c3)c3ccccc3c3nc(C#N)c(C#N)nc43)ccc2-c2cc(N(C)C)ccc2-n2c3ccccc3c3ccccc32)cc1,33.06811343458051,-0.0024053494972819,-0.5917159763313533,0.6880950923375165,8.057756805873828,0.9587808308674856,8.955979085849215,1.5054802617973826,19.918367346938776,8,25.83208323751692,6.288428630835785,15.119684447783628,90.99550602692418,3440.860870423432,17.5781578411451
