SMILES,reward
C1=C2OC(C(C=C3)=CC4=C3N=C(O4)C3=CC=CC=C3)=NC2=CC2=C1N=CO2,2.25
N(C)C(C1=CC=CO1),7.995249406175772
N(C)C(C1=CC=CO1),-1.0
N(C)C(C1=CC=CO1),-1.0
N(C)C(C1=CC=CO1),-1.0
N(C)C(C1=CC=CO1),-1.0
N(C)C(C1=CC=CO1),-1.0
N(C)C(C1=CC=CO1),-1.0
N(C)C(C1=CC=CO1),-1.0
N(C)C(C1=CC=CO1),-1.0
N(C)C(C1=CC=CO1),-1.0
N(C)C(C1=CC=CO1),-1.0
N(C)C(C1=CC=CO1),-1.0
N(C)C(C1=CC=CO1),-1.0
N(C)C(C1=CC=CO1),-1.0
N(C)C(C1=CC=CO1),-1.0
N(C)C(C1=CC=CO1),-1.0
N(C)C(C1=CC=CO1),-1.0
N(C)C(C1=CC=CO1),-1.0
N(C)C(C1=CC=CO1),-1.0
N(C)C(C1=CC=CO1),-1.0
N(C)C(C1=CC=CO1),-1.0
N(C)C(C1=CC=CO1),-1.0
N(C)C(C1=CC=CO1),-1.0
N(C)C(C1=CC=CO1),-1.0
N(C)C(C1=CC=CO1),-1.0
N(C)C(C1=CC=CO1),-1.0
N(C)C(C1=CC=CO1),-1.0
N(C)C(C1=CC=CO1),-1.0
N(C)C(C1=CC=CO1),-1.0
N(C)C(C1=CC=CO1),-1.0
N(C)C(C1=CC=CO1),-1.0
N(C)C(C1=CC=CO1),-1.0
N(C)C(C1=CC=CO1),-1.0
N(C)C(C1=CC=CO1),-1.0
N(C)C(C1=CC=CO1),-1.0
N(C)C(C1=CC=CO1),-1.0
N(C)C(C1=CC=CO1),-1.0
N(C)C(C1=CC=CO1),-1.0
N(C)C(C1=CC=CO1),-1.0
N(C)C(C1=CC=CO1),-1.0
N(C)C(C1=CC=CO1),-1.0
N(C)C(C1=CC=CO1),-1.0
N(C)C(C1=CC=CO1),-1.0
N(C)C(C1=CC=CO1),-1.0
N(C)C(C1=CC=CO1),-1.0
N(C)C(C1=CC=CO1),-1.0
N(C)C(C1=CC=CO1),-1.0
N(C)C(C1=CC=CO1),-1.0
N(C)C(C1=CC=CO1),-1.0
N(C)C(C1=CC=CO1),-1.0
N(C)C(C1=CC=CO1),-1.0
N(C)C(C1=CC=CO1),-1.0
N(C)C(C1=CC=CO1),-1.0
N(C)C(C1=CC=CO1),-1.0
N(C)C(C1=CC=CO1),-1.0
N(C)C(C1=CC=CO1),-1.0
N(C)C(C1=CC=CO1),-1.0
N(C)C(C1=CC(C(S2)=CC=C2C=C(C#N)C#N)=CO1),7.152448010479777
N(C)C(C1=CC(C(S2)=CC=C2C=C(C#N)C#N)=CO1),-1.0
C(=CC=C1C2=CC=C3(C4=CC(C(=O)C=CN5)=C5C=C4))C=C1S(=O)(=O)C2=C3,8.337111602196513
C(=CC=C1C2=CC=C3(C4=CC(C(=O)C=CN5)=C5C=C4))C=C1S(=O)(=O)C2=C3,-1.0
C1=CC=C2C(S(N3C(C=CC=C4)=C4N(C4=CC=CC=C4)C4=CC=CC=C43)C=N2)=C1,10.746056345423163
C1=CC=C2C(S(N3C(C=CC=C4)=C4N(C4=CC=CC=C4)C4=CC=CC=C43)C=N2)=C1,-1.0
C1=CC=C2C(S(N3C(C=CC=C4)=C4N(C4=CC=CC=C4)C4=CC=CC=C43)C=N2)=C1,-1.0
C1=CC=C2C(S(N3C(C=CC=C4)=C4N(C4=CC=CC=C4)C4=CC=CC=C43)C=N2)=C1,-1.0
C1=CC=C2C(S(N3C(C=C(N4C(C=CC=C5)=C5OC5=CC=CC=C54)C=C4)=C4N(C4=CC=CC=C4)C4=CC=CC=C43)C=N2)=C1,6.935211746501588
C1=CC=C2C(S(N3C(C=C(N4C(C=CC=C5)=C5OC5=CC=CC=C54)C=C4(C5=CC=C(N(C)C)C=C5))=C4N(C4=CC=CC=C4)C4=CC=CC=C43)C=N2)=C1,5.971023800210987
C1=CC=C2C(S(N3C(C=C(N4C(C=CC=C5)=C5OC5=CC=CC=C54)C=C4(C5=CC=C(N(C)C)C=C5))=C4N(C4=CC=CC(C(C=C5(C))=CC(C)=C5B5C6=CC=CC=C6B(C6=C5C=CC=C6)C5=C(C)C=CC=C5C)=C4)C4=CC=CC=C43)C=N2)=C1,-1.0
C=C(C(C=C1(C))=CC(C)=C1B1C2=CC=CC=C2B(C2=C1C=CC=C2)C1=C(C)C=CC=C1C),9.59765808138498
C=C(C(C=C1(C))=CC(C)=C1B1C2=CC=CC=C2B(C2=C1C=CC=C2)C1=C(C)C=CC=C1C),-1.0
C=C(C(C=C1(C))=CC(C)=C1B1C2=CC=CC=C2B(C2=C1C=CC=C2)C1=C(C)C=CC=C1C),-1.0
C(C=C1)=CC=C1P(C1=CC=CN1C)(C1=CC=CC=C1)(C1=CC=CC=C1)=O,9.007528245740312
C(N1C2=C(C3=C1C=CN=C3)C=CC=C2)(C=C1)=CC=C1P(C1=CC=CN1C)(C1=CC=CC=C1)(C1=CC=CC=C1)=O,9.04053627435567
C(N1C2=C(C3=C1C=CN=C3)C=CC=C2)(C=C1)=CC=C1P(C1=CC=CN1C)(C1=CC=CC=C1)(C1=CC=CC=C1)=O,-1.0
C(C=C1)=C(N(C2=CC=C(F)C=C2)C2=CC=C(F)C=C2)C2=C1N=CO2,8.460896385161602
C(C=C1)=C(N(C2=C(N(C)C3=CC=CC=C3)C=C(F)C=C2)C2=CC=C(F)C=C2)C2=C1N=CO2,6.868923491355599
C(C=C1)=C(N(C2=C(N(C)C3=CC=CC=C3)C=C(F)C=C2)C2=CC=C(F)C=C2)C2=C1N=CO2,-1.0
C(C=C1)=C(N(C2=C(N(C)C3=CC(N4C5=C(C6=C4C=CC(C)=C6)C=C(C)C=C5)=CC=C3)C=C(F)C=C2)C2=CC=C(F)C=C2)C2=C1N=CO2,7.108721039367562
C(C=C1)=C(N(C2=C(N(C)C3=CC(N4C5=C(C6=C4C=CC(C)=C6)C=C(C)C=C5)=CC=C3)C=C(F)C=C2)C2=CC=C(F)C=C2)C2=C1N=CO2,-1.0
C(C=C1)=C(N(C2=C(N(C)C3=CC(N4C5=C(C6=C4C=CC(C)=C6)C=C(C)C=C5(C4=C5NC=NC5=CC5=C4NC=N5))=CC=C3)C=C(F)C=C2)C2=CC=C(F)C=C2)C2=C1N=CO2,7.167812390257779
C(C=C1)=C(N(C2=C(N(C)C3=CC(N4C5=C(C6=C4C=CC(C)=C6)C=C(C)C=C5(C4=C5NC=NC5=CC5=C4NC=N5))=CC=C3)C=C(F)C=C2)C2=CC=C(F)C=C2)C2=C1N=CO2,-1.0
C1=C(N2C(C=CC=C3)=C3OC3=CC=CC=C32)C=CC=C1,6.637110348884252
C1=C(N2C(C=CC=C3)=C3OC3=CC=CC=C32)C=CC=C1,-1.0
C1=C(N2C(C=C(C#C)C=C3)=C3OC3=CC=CC=C32)C=CC=C1,7.073423412009392
C1=C(N2C(C=C(C#C)C=C3)=C3OC3=CC=CC=C32)C=CC=C1,-1.0
C1=C(N2C(C=C(C#C)C=C3)=C3OC3=CC=CC=C32)C=CC=C1,-1.0
C1=C(N2C(C=C(C#C)C=C3)=C3OC3=CC=CC=C32)C=CC=C1,-1.0
C1=C(N2C(C=C(C#C)C=C3)=C3OC3=CC=CC=C32)C=CC=C1(C(=CC=C1C2=CC=C3)C=C1[SiH2]C2=N3),7.817106202427168
C1=C(N2C(C=C(C#C)C=C3)=C3OC3=CC=CC=C32)C=CC=C1(C(=CC=C1C2=CC=C3)C=C1[SiH2]C2=N3),-1.0
C1=C(N2C(C=C(C#C)C=C3)=C3OC3=CC=CC=C32)C=CC=C1(C(=CC=C1C2=CC=C3)C=C1[SiH2]C2=N3),-1.0
C1=C(N2C(C=C(C#C)C=C3)=C3OC3=CC=CC=C32)C=CC=C1(C(=CC=C1C2=CC=C3)C=C1[SiH2]C2=N3),-1.0
C1=C(N2C(C=C(C#C)C=C3)=C3OC3=CC=CC=C32)C=CC=C1(C(=CC(C(=CC=C1C2=CC=C3)C=C1SC2=C3)=C1C2=CC=C3)C=C1[SiH2]C2=N3),7.6474587758485075
C(=CC(C1=C2C=CC=CC2=CC(N(C)C)=C1)=C1C2=CC=C3)C=C1SC2=N3,7.714805513243858
C(=CC(C1=C2C=CC=CC2=CC(N(C)C)=C1)=C1C2=CC=C3)C=C1SC2=N3,-1.0
C(=CC(C1=C2C=CC=CC2=CC(N(C)C)=C1)=C1C2=CC=C3)C=C1SC2=N3,-1.0
C1=C(N2C3=C(C4=C2C(C)=CC=C4)C=CC=C3(C))C(OC)=CC(OC)=C1,9.297094618604726
C1=C(N2C3=C(C4=C2C(C)=CC=C4)C=CC=C3(C))C(OC)=CC(OC)=C1,-1.0
C1=C(N2C3=C(C4=C2C(C)=CC=C4)C=CC=C3(C))C(OC)=CC(OC)=C1,-1.0
C1=C(N2C3=C(C4=C2C(C)=CC=C4)C=CC=C3(C))C(OC)=CC(OC)=C1,-1.0
C(C=C1(C))=CC(C)=C1B1C2=C(N3C4=C(C5=C3C=CN=C5)C=NC=C4)C=CC=C2B(C2=C1C=CC=C2)C1=C(C)C=CC=C1C,7.858051362701489
C(C=C1(C))=CC(C)=C1B1C2=C(N3C4=C(C5=C3C=CN=C5)C=NC=C4)C=CC=C2B(C2=C1C=CC=C2)C1=C(C)C=CC=C1C,-1.0
C(C=C1(C))=CC(C)=C1B1C2=C(N3C4=C(C5=C3C=CN=C5)C=NC=C4)C=CC=C2B(C2=C1C=CC=C2)C1=C(C)C=CC=C1C,-1.0
C1=CC(C2=C(F)C(F)=CC(F)=C2(F))=CN1C,10.803649220593135
