source,aats8p,aatsc3d,abcgg,atsc3d,atsc4i,bcutp1l,bertzct,estatevsa3,frnh0,ggi10,kappa2,kappa3,kier2,kier3,peoevsa6,vsaestate3
target,Yield_CS,Yield_CS,Yield_CS,Yield_CS,Yield_CS,Yield_CS,Yield_CS,Yield_CS,Yield_CS,Yield_CS,Yield_CS,Yield_CS,Yield_CS,Yield_CS,Yield_CS,Yield_CS
run0,0.3708808422088623,0.23111534118652344,0.4771888852119446,0.40668028593063354,0.25332361459732056,0.015343546867370605,0.4744716286659241,0.21374648809432983,0.3687588572502136,0.40167123079299927,0.3067259192466736,0.4303724765777588,0.45295387506484985,0.4373801350593567,0.3970212936401367,0.2701822519302368
run1,0.17932164669036865,0.06428265571594238,0.24412959814071655,0.24952763319015503,0.1358317732810974,-0.3576381206512451,0.15655791759490967,0.06754511594772339,0.12160789966583252,0.24212360382080078,0.32877951860427856,0.25051409006118774,0.24365931749343872,0.09123677015304565,0.19872254133224487,-0.09497582912445068
run2,0.1587435007095337,0.13627928495407104,0.31061071157455444,0.04652738571166992,0.12205982208251953,0.09100502729415894,0.34245842695236206,0.07848447561264038,0.18025153875350952,0.3214092254638672,0.21651935577392578,0.22221899032592773,0.29331374168395996,0.3406561017036438,0.03533297777175903,0.1695592999458313
run3,0.18348723649978638,0.2304893136024475,0.3711433410644531,0.259685218334198,0.2859753370285034,-0.09916329383850098,0.31194788217544556,0.15310657024383545,0.2505958676338196,0.32940977811813354,0.3318370580673218,0.29934316873550415,0.33135032653808594,0.2938084006309509,0.2146899700164795,0.07768100500106812
run4,0.3616630434989929,0.029264748096466064,0.4048340320587158,0.15908825397491455,0.15192359685897827,-0.0919877290725708,0.4664449691772461,0.19791221618652344,0.3400486707687378,0.29404234886169434,0.40745049715042114,0.3905192017555237,0.42902427911758423,0.35223329067230225,0.37419188022613525,0.03549957275390625
run5,0.0022072196006774902,-0.052872657775878906,-0.009579777717590332,-0.013619065284729004,-0.1693211793899536,0.0014208555221557617,-0.026618361473083496,0.0267331600189209,-0.09929084777832031,-0.07106637954711914,-0.0027933120727539062,0.09692823886871338,0.015769898891448975,0.013513147830963135,-0.1935136318206787,-0.0967414379119873
run6,0.3319106101989746,0.06950515508651733,0.24956488609313965,0.15177112817764282,0.14317059516906738,0.00750124454498291,0.25726401805877686,0.27455228567123413,0.18107867240905762,0.27059900760650635,0.20259523391723633,0.1692417860031128,0.16426247358322144,0.18195295333862305,0.15976321697235107,0.1436184048652649
run7,0.37908875942230225,0.22430473566055298,0.4552066922187805,0.30839693546295166,0.2151147723197937,-0.11363399028778076,0.48671698570251465,0.09604918956756592,0.37618422508239746,0.2742629647254944,0.39875245094299316,0.39447009563446045,0.3755549192428589,0.4617403745651245,0.35718291997909546,0.2873944044113159
run8,0.3587483763694763,0.1784612536430359,0.43577420711517334,0.30323946475982666,0.14616930484771729,0.03707849979400635,0.3444786071777344,0.35851848125457764,0.36100780963897705,0.3486390709877014,0.391875684261322,0.4435997009277344,0.4302554726600647,0.5369342565536499,0.22068434953689575,0.2614946961402893
run9,0.30943745374679565,0.2953547239303589,0.4589052200317383,0.31066960096359253,0.25907760858535767,0.1407787799835205,0.4448283314704895,0.29778677225112915,0.4129633903503418,0.27603763341903687,0.47347599267959595,0.3908652067184448,0.44218480587005615,0.40169239044189453,0.2555997967720032,0.15177994966506958
r2_test_mean,0.263548868894577,0.14061845541000367,0.3397777795791626,0.21819668412208557,0.15433252453804017,-0.03692951798439026,0.32585504055023196,0.176443475484848,0.24932060837745668,0.2687128484249115,0.30552183985710146,0.3088072955608368,0.3178329110145569,0.31111478209495547,0.2019675314426422,0.12054923176765442
r2_test_max,0.37908875942230225,0.2953547239303589,0.4771888852119446,0.40668028593063354,0.2859753370285034,0.1407787799835205,0.48671698570251465,0.35851848125457764,0.4129633903503418,0.40167123079299927,0.47347599267959595,0.4435997009277344,0.45295387506484985,0.5369342565536499,0.3970212936401367,0.2873944044113159
r2_test_min,0.0022072196006774902,-0.052872657775878906,-0.009579777717590332,-0.013619065284729004,-0.1693211793899536,-0.3576381206512451,-0.026618361473083496,0.0267331600189209,-0.09929084777832031,-0.07106637954711914,-0.0027933120727539062,0.09692823886871338,0.015769898891448975,0.013513147830963135,-0.1935136318206787,-0.0967414379119873
r2_test_std,0.11963517834332374,0.10458813717426782,0.14178038753183014,0.12379969543895823,0.1217076970498097,0.1323797659066356,0.1550171892772998,0.10499005328436084,0.15003801274313672,0.12141403010657081,0.13021344145091887,0.11360105885269695,0.13533913932420794,0.15946426861711002,0.16767580982388078,0.1329435684499821
